review,Folio Solicitud,Tipo PST,Nombre Comercial,Calle,Colonia,Estado,Municipio
,4090144331,Agencia de viajes,Agency Dviatges,Los Echave .,Mixcoac,Ciudad de México,Benito Juárez
,2090160327,Alimentos y bebidas,Tokoya,Campos Eliseos .,Polanco Chapultepec,Ciudad de México,Miguel Hidalgo
,2090120125,Alimentos y bebidas,Hacha Mexico,Calzada Acoxpa .,Villa Coapa,Ciudad de México,Tlalpan
,4090144335,Agencia de viajes,Luna Moneta,Aniceto Ortega .,Del Valle,Ciudad de México,Benito Juárez
,4090154365,Agencia de viajes,México Wanderlust,Paseo de la Reforma .,Cuahutémoc ,Ciudad de México,Cuauhtémoc
,4090154298,Agencia de viajes,Servicios Antav,Lucerna,Juárez,Ciudad de México,Cuauhtémoc
,4090054311,Agencia de viajes,Dibany Tours and Travel,Norte 72 B,Salvador Díaz Mirón,Ciudad de México,Gustavo A. Madero
,4090121587,Agencia de viajes,Experiencia en Viajes,Av. San Buena Aventura,Club de Golf México,Ciudad de México,Tlalpan
,31090120046,Guía de turistas,Teresita Del Niño Jesús Sierra Araujo,Av. Caporal,Villa Coapa,Ciudad de México,Tlalpan
,4090141715,Agencia de viajes,Service Deluxe YIPAC,Insurgentes Sur,Nápoles,Ciudad de México,Benito Juárez
,31090110025,Guía de turistas,Sergio Francisco Ramírez Ramon ,Buena Suerte .,Los Olivos ,Ciudad de México,Tláhuac
,31090140128,Guía de turistas,María de la Luz Pérez Meléndez,Boulevard Xola .,Alamos ,Ciudad de México,Benito Juárez
,4090154379,Agencia de viajes,"Viajes, Comunicación Turística & Eventos  ",Av. Ignacio Manuel Altamira .,San Rafael ,Ciudad de México,Cuauhtémoc
,31090030117,Guía de turistas,Cesar Arturo Gómez Retana  ,,Pedregal Santo Domingo,Ciudad de México,Coyoacán
,1090029823,Hospedaje,City Express By Marriott Ciudad de Mexico La Raza ,Calzada Vallejo ,San Francisco Xocotitla,Ciudad de México,Azcapotzalco
,4090174282,Agencia de viajes,GNAM,Calle,Puebla,Ciudad de México,Venustiano Carranza
,4090161487,Agencia de viajes,Megaviajes.com,Lago Tlahualilo,Anáhuac I Sección,Ciudad de México,Miguel Hidalgo
,4090154396,Agencia de viajes,Sol Sapien Viajes,Doctor Lucio,Doctores,Ciudad de México,Cuauhtémoc
,35090150027,Tour operador,"Mexcellence Travel,  S.A. de C.V",Camargo,Hipódromo,Ciudad de México,Cuauhtémoc
,1090150722,Hospedaje,Hotel Royalty,Jesús Terán ,Tabacalera,Ciudad de México,Cuauhtémoc
,1040030137,Hospedaje,Kol Tov ,Lomas De Sotelo ,Lomas Hermosa,Ciudad de México,Miguel Hidalgo
,4090031447,Agencia de viajes,Albatros Operadora,Calle I MANZ IX,Educación,Ciudad de México,Coyoacán
,4090144329,Agencia de viajes,Grupo Travel,Av. Colonia del Valle .,Del Valle,Ciudad de México,Benito Juárez
,4090151593,Agencia de viajes,Mega Travel,Rio Misisipi,Cuauhtémoc,Ciudad de México,Cuauhtémoc
,4090060090,Agencia de viajes,Yaxkin Travel,Retor Jorge Ramirez ,Agrícola Pantitlán,Ciudad de México,Iztacalco
,31090120082,Guía de turistas,Paulina Romero González,Acoxpa .,Villa Lázaro Cárdenas,Ciudad de México,Tlalpan
,4090154370,Agencia de viajes,Guvi Tours,Maria Azuela .,Santa María La Ribera,Ciudad de México,Cuauhtémoc
,31090030112,Guía de turistas,Nadia Sulin Sánchez Ramírez,Centro Urba .,Centro Urbano Pedregal de Carrasco,Ciudad de México,Coyoacán
,4090021418,Agencia de viajes,BV Travelers By Fraveo,Cocoteros ,Nueva Santa María,Ciudad de México,Azcapotzalco
,4090164334,Agencia de viajes,360 Media,Blvd. Manuel Ávila Camacho .,Lomas de Chapultepec,Ciudad de México,Miguel Hidalgo
,4090121605,Agencia de viajes,Tu Viaje es by Fraveo ,Av. de las Margaritas ,San Miguel Topilejo,Ciudad de México,Tlalpan
,2090140222,Alimentos y bebidas,La No. 20 del Valle ,Oklahoma ,Nápoles,Ciudad de México,Benito Juárez
,1090070071,Hospedaje,Hotel El Padrino,Libres,Lomas de San Lorenzo,Ciudad de México,Iztapalapa
,31090150284,Guía de turistas,Rossella Moccia Scheggi,Durango,Roma Norte,Ciudad de México,Cuauhtémoc
,1090150864,Hospedaje,Hotel Mazoy,Mina ,Buenavista,Ciudad de México,Cuauhtémoc
,4090161579,Agencia de viajes,Viajes Rozet Expertos en Viajes,Isaac Newton ,Polanco V Sección,Ciudad de México,Miguel Hidalgo
,4090161580,Agencia de viajes,CWT,Av. Ejercito Nacional .,Granada,Ciudad de México,Miguel Hidalgo
,4090031748,Agencia de viajes,Xuly Travel,San Macario,Pedregal de Santa Úrsula,Ciudad de México,Coyoacán
,2090140015,Alimentos y bebidas,Los Arcos,Av. Insurgentes Sur,Actipan,Ciudad de México,Benito Juárez
,31090160052,Guía de turistas,Cesar Armando Morales Torres,José Martí,Escandón I Sección,Ciudad de México,Miguel Hidalgo
,4090054350,Agencia de viajes,Living To Travel,Avenida Instituto Politecnico Nacional,Lindavista ,Ciudad de México,Gustavo A. Madero
,1090150749,Hospedaje,Hostal Amigo ,Isabel la Católica,Centro (Área 1),Ciudad de México,Cuauhtémoc
,1090150845,Hospedaje,Hotel Amigo Suites,Luis González Obregón .,Centro (Área 3),Ciudad de México,Cuauhtémoc
,4090021416,Agencia de viajes,Karnaval Tours Operadora.,Quiches ,La Raza,Ciudad de México,Azcapotzalco
,31090120071,Guía de turistas,Salvador García Martínez,Nahoas ,Tlalcoligia,Ciudad de México,Tlalpan
,31090120072,Guía de turistas,Sonia Alejandra Tellez Estrada,Nahoas ,Tlalcoligia,Ciudad de México,Tlalpan
,2090160319,Alimentos y bebidas,Aitana ,Pedregal ,Molino del Rey,Ciudad de México,Miguel Hidalgo
,1090151001,Hospedaje,Marquis Reforma Hotel & Spa,Paseo de la Reforma .,Cuauhtemoc,Ciudad de México,Cuauhtémoc
,2090100128,Alimentos y bebidas,Starbucks Coffee Cinemex Artz ,Blvd. Adolfo Ruíz Cortínez .,Jardines del Pedregal,Ciudad de México,Álvaro Obregón
,2090100129,Alimentos y bebidas,Starbucks Coffee,Av. Vasco de Quiroga .,Santa Fe,Ciudad de México,Álvaro Obregón
,4090021432,Agencia de viajes,UExperience,rte,Claveria,Ciudad de México,Azcapotzalco
,4090071662,Agencia de viajes,Viajar es más fácil By Fraveo,Av. Antonio de León Loyola .,Unidad Ejercito Constitucionalista,Ciudad de México,Iztapalapa
,4090144339,Agencia de viajes,R&G,Monrovia .,Portales ,Ciudad de México,Benito Juárez
,4090121599,Agencia de viajes,Xantus Tours and Travels ,Seye .,Héroes de Padierna ,Ciudad de México,Tlalpan
,4090054345,Agencia de viajes,Prime Conventions,Av. Santiago Atepetlac Lt.,Guadalupe Proletaria,Ciudad de México,Gustavo A. Madero
,2090157872,Alimentos y bebidas,RAMÉ,Sonora,Hipódromo,Ciudad de México,Cuauhtémoc
,35090030013,Tour operador,Citli Tours ,Cerrada,Pedregal de Santo Domingo ,Ciudad de México,Coyoacán
,1090150603,Hospedaje,Hotel Escala Siglo XXI,Antonio Solis .,Obrera,Ciudad de México,Cuauhtémoc
,2090120115,Alimentos y bebidas,Starbucks Coffee Plaza Cuicuilco ,Av. San Fernando .,Peña Pobre,Ciudad de México,Tlalpan
,1090050121,Hospedaje,City Express By Marriott Ciudad de Mexico La Villa,Calzada de Guadalupe .,Vallejo,Ciudad de México,Gustavo A. Madero
,27090150041,Agencia integradora de servicios,ZONA MX,Copenhague .,Juárez,Ciudad de México,Cuauhtémoc
,4090120140,Agencia de viajes,Zafiro Tours Coapa ,Calzada Acoxpa,Residencial Villa Coapa,Ciudad de México,Tlalpan
,4090100256,Agencia de viajes,OZUM,Av. Insurgentes Sur,Tizapan,Ciudad de México,Álvaro Obregón
,31090050121,Guía de turistas,Maria de Lourdes Quintero Rodriguez,Av.,San Juan de Aragón I Sección,Ciudad de México,Gustavo A. Madero
,35090160011,Tour operador,DANTA VIAJES DE AVENTURA,Jovellanos,Torres Lindavista,Ciudad de México,Gustavo A. Madero
,11090170004,Arrendadora de autos,AVIS - MEX,Sonora Apto. Intl. Benito Juárez ,Peñón de los Baños,Ciudad de México,Venustiano Carranza
,4090071677,Agencia de viajes,Viajes Bumeran Sefirot,Xolotl .,Apatlaco,Ciudad de México,Iztapalapa
,4090151652,Agencia de viajes,Opesa,Serapio Rendon .,San Rafael,Ciudad de México,Cuauhtémoc
,4090054277,Agencia de viajes,FJ TRAVEL SOLUTIONS,Calle Ramon Zapena Mz.,Zona Escolar,Ciudad de México,Gustavo A. Madero
,4090161514,Agencia de viajes,Viajes El Corte Inglés,Blvd. Manuel Avila Camacho .,Polanco I Sección,Ciudad de México,Miguel Hidalgo
,27090150030,Agencia integradora de servicios,TABI TABI JAPÓN,RIO MISISIPI,Cuauhtémoc,Ciudad de México,Cuauhtémoc
,1090150997,Hospedaje,Hotel Arena,Dr. Claudio Bernard .,Doctores,Ciudad de México,Cuauhtémoc
,1090150998,Hospedaje,Hotel Uno 77,Antonio Caso .,San Rafael,Ciudad de México,Cuauhtémoc
,1090150999,Hospedaje,Hotel Piet,Calzada de Guadalupe .,Peralvillo,Ciudad de México,Cuauhtémoc
,4090144330,Agencia de viajes,Encountr Fusión Activa ,Insurgentes Sur .,Del Valle Centro ,Ciudad de México,Benito Juárez
,1090151000,Hospedaje,Hotel Fabiola,Isabel La Catolica .,Obrera,Ciudad de México,Cuauhtémoc
,2090100293,Alimentos y bebidas,Sud 777 Restaurante,Blvd. de la Luz .,Jardines del Pedregal,Ciudad de México,Álvaro Obregón
,2090100294,Alimentos y bebidas,Sud 777 Bar,Blvd. de la Luz .,Jardines del Pedregal,Ciudad de México,Álvaro Obregón
,2090100295,Alimentos y bebidas,Ardente Pedregal,Blvd. de la Luz .,Jardines del Pedregal,Ciudad de México,Álvaro Obregón
,2090040107,Alimentos y bebidas,Elia,Paseo de los Tamarindos .,Bosques de las Lomas,Ciudad de México,Cuajimalpa de Morelos
,4090154360,Agencia de viajes,Cavi Travel,Ayuntamiento .,Centro Zona 1,Ciudad de México,Cuauhtémoc
,4090170123,Agencia de viajes,Momentrip,Av. Cecilio Robelo .,Jardín Balbuena,Ciudad de México,Venustiano Carranza
,2090157892,Alimentos y bebidas,Buenos Díaz Cafetería Porfiriana (Hotel Geneve),Londres .,Juárez,Ciudad de México,Cuauhtémoc
,31090050166,Guía de turistas,Victor Manuel Marquez Macías,rte,Nueva Tenochtitlán,Ciudad de México,Gustavo A. Madero
,31090120079,Guía de turistas,Karla Diana Cruz Garduño,Insurgentes Sur .,Tlalpan Centro 1,Ciudad de México,Tlalpan
,4090031765,Agencia de viajes,Hay Que Ir Ya By Fraveo,Rancho San Lorenzo .,Los Girasoles,Ciudad de México,Coyoacán
,1090151006,Hospedaje,Hotel Taxco ,Julian Montiel .,Obrera,Ciudad de México,Cuauhtémoc
,4090174287,Agencia de viajes,Investour Guerrero S.A. de C.V.,Calle Héroe de Nacozari,Zona Centro ,Ciudad de México,Venustiano Carranza
,4090130089,Agencia de viajes,Travesía por México ,Fernando Celada Lt.,Santa María Nativitas ,Ciudad de México,Xochimilco
,1090151007,Hospedaje,Hotel Cadena ,Lucas Alemán .,Obrera ,Ciudad de México,Cuauhtémoc
,31090060070,Guía de turistas,Sergio Jesus López Vega,Andador,Granjas,Ciudad de México,Iztacalco
,1090150525,Hospedaje,Hotel Alvarado,Bernardino de Sahagún,Buenavista,Ciudad de México,Cuauhtémoc
,1090050064,Hospedaje,Gran Hotel Villa de Madrid,Calzada de Guadalupe,7 de Noviembre,Ciudad de México,Gustavo A. Madero
,1090170047,Hospedaje,Hotel Planet ,Emilio Carranza .,Moctezuma 2a Sección,Ciudad de México,Venustiano Carranza
,1090030016,Hospedaje,Mas Sol Hotel ,Av. Heroica Escuela Naval Militar .,Alianza Popular Revolucionaria,Ciudad de México,Coyoacán
,11090160010,Arrendadora de autos,Hertz,Boulevard Manuel Avila Camacho .,Polanco I Sección,Ciudad de México,Miguel Hidalgo
,4090154384,Agencia de viajes,Adventures Teotihuacan,Versalles .,Juárez,Ciudad de México,Cuauhtémoc
,35090150047,Tour operador,Ucop Tours,Vallarta ,Tabacalera,Ciudad de México,Cuauhtémoc
,1090150982,Hospedaje,Andaz,Av. Insurgentes Sur .,Hipódromo,Ciudad de México,Cuauhtémoc
,1090150589,Hospedaje,Hotel Consul,Av. Insurgentes Centro ,San Rafael,Ciudad de México,Cuauhtémoc
,27090120007,Agencia integradora de servicios,Berenice Rosas Event & Wedding Planner,Michoacán .,Miguel Hidalgo 1a Sección,Ciudad de México,Tlalpan
,4090161735,Agencia de viajes,Webookyou,Herschel ,Anzures,Ciudad de México,Miguel Hidalgo
,4090071392,Agencia de viajes,Turismo y Convenciones Garva ,Calzada Ermita Iztapalapa,Ampliación San Miguel,Ciudad de México,Iztapalapa
,31090150334,Guía de turistas,Jesús Camacho Cariño ,José Joaquín Arriaga .,Obrera,Ciudad de México,Cuauhtémoc
,4090061527,Agencia de viajes,Azteca Travel Tours ART ,Fco. I Madero ,San Miguel,Ciudad de México,Iztacalco
,31090060061,Guía de turistas,Lidia Herrera Esparza,Calle Dos ,Agrícola Pantitlán,Ciudad de México,Iztacalco
,2090147633,Alimentos y bebidas,Hotaru Mitikah,Real Mayorazgo .,Xoco,Ciudad de México,Benito Juárez
,01090160a1791,Hospedaje,Hotel Progreso,De la Paz,Escandón I Sección,Ciudad de México,Miguel Hidalgo
,010901647f243,Hospedaje,Hotel Parque Via ,Lago Gascasonica,Tacuba,Ciudad de México,Miguel Hidalgo
,1090151005,Hospedaje,HOTEL LA FUENTE,OROZCO Y BERRA,GUERRERO,Ciudad de México,Cuauhtémoc
,2090030106,Alimentos y bebidas,Burger King Copilco,Eje,Romero de Terreros,Ciudad de México,Coyoacán
,4090161474,Agencia de viajes,Travel 2 Day,Paseo de la Reforma,Juárez,Ciudad de México,Cuauhtémoc
,35090040002,Tour operador,Dopamina Travel,Arteaga y Salazar,Contadero,Ciudad de México,Cuajimalpa de Morelos
,31090170059,Guía de turistas,RAÚL HERNÁNDEZ GONZÁLEZ,Congreso de la Unión,Del Parque,Ciudad de México,Venustiano Carranza
,4090121567,Agencia de viajes,D´ Barrera Tours,Av. División del Norte ,Prado Coapa 1A Sección,Ciudad de México,Tlalpan
,31090150366,Guía de turistas,Francisco Barrios Villanueva,Gomez farías .,San Rafael,Ciudad de México,Cuauhtémoc
,31090030113,Guía de turistas,Oscar Ernesto Olguin Quiroz,Cuauhtémoc Mz.,Ajusco,Ciudad de México,Coyoacán
,31090150367,Guía de turistas,Diana Islas Lira,Juan Lucas Lassaga .,Tránsito,Ciudad de México,Cuauhtémoc
,4090144340,Agencia de viajes,Corporativo Master Links ,Xochicalco .,Vertiz Narvarte,Ciudad de México,Benito Juárez
,1090150814,Hospedaje,Hotel Central,EJE 1 NORTE Mosqueta,Buenavista,Ciudad de México,Cuauhtémoc
,4090121574,Agencia de viajes,Alebriajes México,Niños Héroes,San Pedro Mártir,Ciudad de México,Tlalpan
,4090031752,Agencia de viajes,Dasa Travel Boutique,Av. Universidad,Oxtopulco Universidad,Ciudad de México,Coyoacán
,4090021434,Agencia de viajes,Or Gestión Viajes ,Av. Jardín .,Amp. del Gas ,Ciudad de México,Azcapotzalco
,2090120127,Alimentos y bebidas,Puerta de Hierro,Ctra. Federal a Cuernavaca .,Chimalcoyotl,Ciudad de México,Tlalpan
,010901601c514,Hospedaje,Wyndham Garden Polanco,León Tolstoi,Anzures,Ciudad de México,Miguel Hidalgo
,4090154289,Agencia de viajes,Aswan Tours,Av. Insurgentes Sur ,Hipódromo,Ciudad de México,Cuauhtémoc
,4090161387,Agencia de viajes,In World Operadora,Lago Mask,Granada,Ciudad de México,Miguel Hidalgo
,5090160015,Transportadora turística,Tours Xico,Constituyentes .,16 de Septiembre,Ciudad de México,Miguel Hidalgo
,1090100111,Hospedaje,Gamma Ciudad de México Santa Fe ,Av. Prolongación Paseo de la Reforma .,Paseo de las Lomas ,Ciudad de México,Álvaro Obregón
,31090060071,Guía de turistas,Claudia Robles San Agustín,Playa Miramar .,Reforma Iztaccihuatl Norte,Ciudad de México,Iztacalco
,31090160006,Guía de turistas,Constanza Pilar Viale Josefé,Anatole France ,Polanco V Sección,Ciudad de México,Miguel Hidalgo
,4090144301,Agencia de viajes,Infinity Dreams ,Nicolás San Juan,Del Valle Centro,Ciudad de México,Benito Juárez
,1090150984,Hospedaje,Hotel Vista Alegre Mexicano,Jose Joaquín Pesado,Obrera,Ciudad de México,Cuauhtémoc
,1090150983,Hospedaje,Hotel Tres Marías,Manuel Gutiérrez Nájera,Tránsito,Ciudad de México,Cuauhtémoc
,31090070448,Guía de turistas,Sergio Sánchez Loyola,Roberto Gómez .,Escuadrón 201,Ciudad de México,Iztapalapa
,31090050177,Guía de turistas,Jorge Abel Diaz Rodriguez,C. Oriente,Belisario Dominguez,Ciudad de México,Gustavo A. Madero
,2090080025,Alimentos y bebidas,El Asador Km. 11.8 Mar y Montaña,Carretera Picacho Ajusco 11.8,San Nicolas Totolapan,Ciudad de México,La Magdalena Contreras
,2090120132,Alimentos y bebidas,El Sazon de la Abue 'E r n e',Carretera Picfacho Ajusco 21.5 Albergue Alpi,San Miguel y Santo Tomas Ajusco,Ciudad de México,Tlalpan
,31090050180,Guía de turistas,Adela Mendoza Soylovna,Calle,San Juan de Aragon ,Ciudad de México,Gustavo A. Madero
,4090054351,Agencia de viajes,Grupo Divisa,Albi Corzo .,Gertrudis Sánchez,Ciudad de México,Gustavo A. Madero
,31090020003,Guía de turistas,Rodrigo Jesús Reyes Martínez ,Tezonapa .,Santa María Malinalco,Ciudad de México,Azcapotzalco
,4090161496,Agencia de viajes,Tu Estilo en Viajes,Calzada México Tacuba ,Argentina Poniente,Ciudad de México,Miguel Hidalgo
,1090151020,Hospedaje,Hotel Black,James Sullivan .,San Rafael,Ciudad de México,Cuauhtémoc
,4090141349,Agencia de viajes,Interservice Travel,Av. Universidad,Del Valle Centro,Ciudad de México,Benito Juárez
,4090161512,Agencia de viajes,Amparo Servicios Turísticos,Calle Monte Hermón .,Lomas de Chapultepec I Sección,Ciudad de México,Miguel Hidalgo
,4090164275,Agencia de viajes,Trading Realities,Leibnitz .,Verónica Anzurez ,Ciudad de México,Miguel Hidalgo
,4090144327,Agencia de viajes,MH Intertravel,Parroquia .,Del Valle,Ciudad de México,Benito Juárez
,1090150701,Hospedaje,Hotel Tuxpan,Republica de Colombia ,Centro (Área 3),Ciudad de México,Cuauhtémoc
,4090170121,Agencia de viajes,Ruta Paradise Zafiro Tours,Av. Francisco del Paso y Troncoso,Jardín Balbuena,Ciudad de México,Venustiano Carranza
,4090071393,Agencia de viajes,Imagine Travel Boutique,Morelos,Apatlaco,Ciudad de México,Iztapalapa
,2090100040,Alimentos y bebidas,SANBORNS,SAN JERONIMO,Jardines del Pedregal,Ciudad de México,Álvaro Obregón
,2090120094,Alimentos y bebidas,Burger King Insurgentes,Insurgente Sur .,Tlalpan,Ciudad de México,Tlalpan
,2090120095,Alimentos y bebidas,Burger King Coapa,Calzada del Hueso .,Residencial Acoxpa,Ciudad de México,Tlalpan
,2090056011,Alimentos y bebidas,Burger King Lindavista,Othon de Mendizabal Ote .,Nueva Industrial Vallejo,Ciudad de México,Gustavo A. Madero
,2090056012,Alimentos y bebidas,Burger King Eduardo Molina,Eduardo Molina .,El Coyol,Ciudad de México,Gustavo A. Madero
,2090040079,Alimentos y bebidas,Burger King Cuajimalpa,Av. José María Castorena .,Cuajimalpa,Ciudad de México,Cuajimalpa de Morelos
,2090157749,Alimentos y bebidas,Burger King Madero ,Bolivar .,Centro (Área 3),Ciudad de México,Cuauhtémoc
,2090157750,Alimentos y bebidas,Burger King Corregidora,Corregidora .,Centro (Área 6),Ciudad de México,Cuauhtémoc
,2090100213,Alimentos y bebidas,Burger King Las Aguilas,Calzada de los Leones .,Los Alpes,Ciudad de México,Álvaro Obregón
,2090060015,Alimentos y bebidas,Burger King Marte,Plutarco Elías Calles .,Reforma Iztaccíhuatl Norte,Ciudad de México,Iztacalco
,2090080019,Alimentos y bebidas,Burger King Contreras,Periférico Sur .,San Jerónimo Lídice,Ciudad de México,La Magdalena Contreras
,2090157748,Alimentos y bebidas,Burger King Génova,Génova .,Juárez,Ciudad de México,Cuauhtémoc
,4090161752,Agencia de viajes,Vibravu By Fraveo ,Lago Meru ,Granada,Ciudad de México,Miguel Hidalgo
,31090060068,Guía de turistas,Hugo Luis Sanginés,Sur,Gabriel Ramos Millán,Ciudad de México,Iztacalco
,4090154376,Agencia de viajes,Trip Plan,Rio Guadiana .,Cuauhtémoc,Ciudad de México,Cuauhtémoc
,31090140074,Guía de turistas,Roberto Escartin Arroyo,AV. Presidentes .,Portales Sur,Ciudad de México,Benito Juárez
,4090151728,Agencia de viajes,Turismo Mision,Aguascalientes,Roma Sur,Ciudad de México,Cuauhtémoc
,31090070447,Guía de turistas,José Luis Galvan García,Pirv. S/N,Barrio San Antonio Culhuacan,Ciudad de México,Iztapalapa
,4090101709,Agencia de viajes,Viajes Bumeran Tarango,Av:,U. Hab. Lomas de Tarango,Ciudad de México,Álvaro Obregón
,2090056030,Alimentos y bebidas,Burger King Tepeyac ,Calzada de Guadalupe .,Guadalupe Tepeyac,Ciudad de México,Gustavo A. Madero
,2090020085,Alimentos y bebidas,Burger King Camarones ,Cuitlahuac,Clavería,Ciudad de México,Azcapotzalco
,2090030118,Alimentos y bebidas,Burger King Gran Sur ,Av. del Iman,Ajusco,Ciudad de México,Coyoacán
,2090056031,Alimentos y bebidas,Burger King Tenayuca ,Avenida de la Ventisca,Solidaridad Nacional,Ciudad de México,Gustavo A. Madero
,2090170086,Alimentos y bebidas,Burger King Anfora ,Anfora,Progresista,Ciudad de México,Venustiano Carranza
,5090050027,Transportadora turística,Blitz Transportación,Av. Riobamba,Lindavista Sur,Ciudad de México,Gustavo A. Madero
,4090164253,Agencia de viajes,Xico Travel S.A. de C.V.,Avenida Constituyentes .,16 de Septiembre,Ciudad de México,Miguel Hidalgo
,01090165416d7,Hospedaje,Hotel HS Hotsson Condesa Sur CDMX,Revolución,Tacubaya,Ciudad de México,Miguel Hidalgo
,2090120134,Alimentos y bebidas,Cabaña Restaurante La Casa del Dulce,Carretera Picacho Ajusco Km 26 Valle del Tezontle,San Miguel y Santo Tomás Ajusco,Ciudad de México,Tlalpan
,1090151018,Hospedaje,Hotel del Principado,Londres .,Juárez,Ciudad de México,Cuauhtémoc
,31090140132,Guía de turistas,Ivan Enriquez Barragan,Av. Eugenia .,Del Valle,Ciudad de México,Benito Juárez
,4090161508,Agencia de viajes,RAPPI TRAVEL,Av. Mariano Escobedo ,Bosque de Chapultepec I Sección,Ciudad de México,Miguel Hidalgo
,2090140242,Alimentos y bebidas,Restaurante Liverpool Insurgentes y Restaurante Liverpool Experiencia Gourmet Insurgentes,Insurgentes Sur,Del Valle Sur,Ciudad de México,Benito Juárez
,2090157805,Alimentos y bebidas,Restaurante Liverpool Centro,Venustia Carranza ,Centro (Área 6),Ciudad de México,Cuauhtémoc
,1090150640,Hospedaje,Hotel Roble,Uruguay ,Centro (Área 6),Ciudad de México,Cuauhtémoc
,1090060032,Hospedaje,Villas Princess Hotel,Viaducto Miguel Alemán,La Cruz,Ciudad de México,Iztacalco
,1090150633,Hospedaje,Hotel Goya,Manuel J. Othón ,Obrera,Ciudad de México,Cuauhtémoc
,4090021415,Agencia de viajes,Arpan Distab Daruofrecerviajes,Alfareros,El Rosario,Ciudad de México,Azcapotzalco
,31090170089,Guía de turistas,Lucia Guadalupe Zepeda Marín,calle,Ignacio Zaragoza,Ciudad de México,Venustiano Carranza
,35090160031,Tour operador,SAT BUSINESS TRAVEL,Av. Pedro Antonio de los Santos,San Miguel Chapultepec I Sección,Ciudad de México,Miguel Hidalgo
,0109016ef5e5f,Hospedaje,Casa Polanco,Luis Gonzaga Urbina,Polanco V Sección,Ciudad de México,Miguel Hidalgo
,31090100042,Guía de turistas,León Sandoval Rodríguez,Av. Rio Mixcoac .,La Cascada,Ciudad de México,Álvaro Obregón
,35090030012,Tour operador,Encuentro T,Tlatetilpa,San Lucas,Ciudad de México,Coyoacán
,2090056016,Alimentos y bebidas,Burger King Tepeyac,Calz. de Guadalupe .,Guadalupe Tepeyac,Ciudad de México,Gustavo A. Madero
,2090020071,Alimentos y bebidas,Burger King Camarones,Ave. Cuitláhuac .,Clavería,Ciudad de México,Azcapotzalco
,2090030108,Alimentos y bebidas,Burger King Gran Sur,Av. Del Iman .,Ajusco,Ciudad de México,Coyoacán
,2090056015,Alimentos y bebidas,Burger King Tenayuca,Av. de la Ventisca,Solidaridad Nacional,Ciudad de México,Gustavo A. Madero
,2090170072,Alimentos y bebidas,Burger King Anfora,Av. Anfora,Progresista,Ciudad de México,Venustiano Carranza
,2090140212,Alimentos y bebidas,Burger King Universidad,Av. Universidad esq. Pestalozzi .,Del Valle Centro,Ciudad de México,Benito Juárez
,2090056014,Alimentos y bebidas,Burger King Henry Ford,Av. Sara .,Guadalupe Tepeyac,Ciudad de México,Gustavo A. Madero
,2090157751,Alimentos y bebidas,Burger King Cuauhtémoc,Antonio M Anza .,Roma Sur,Ciudad de México,Cuauhtémoc
,2090056013,Alimentos y bebidas,Burger King Aragón II,Av.,San Juan de Aragón,Ciudad de México,Gustavo A. Madero
,2090120096,Alimentos y bebidas,Burger King Tepepan ,Periférico Sur .,Arenal Tepepan,Ciudad de México,Tlalpan
,2090020070,Alimentos y bebidas,Burger King Azcapotzalco,Av. Azcapotzalco esq. Av.,Centro de Azcapotzalco,Ciudad de México,Azcapotzalco
,2090140211,Alimentos y bebidas,Burger King Tlalpan,Calz. de Tlalpan .,Postal,Ciudad de México,Benito Juárez
,2090140210,Alimentos y bebidas,Burger King Nápoles,Insurgentes Sur .,Nápoles,Ciudad de México,Benito Juárez
,2090130014,Alimentos y bebidas,Burger King Xochimilco,Prolongación División del rte .,Paseos del Sur,Ciudad de México,Xochimilco
,010901685aeed,Hospedaje,W Mexico City,Campos Eliseos,Polanco V Sección,Ciudad de México,Miguel Hidalgo
,4090121600,Agencia de viajes,Dreams Travels,Cami Viejo A San Pedro Martin .,Chimalcoyoc,Ciudad de México,Tlalpan
,31090120083,Guía de turistas,Miguel Ángel Arvizu Sosa ,Cerrada Chabaca .,San Miguel ,Ciudad de México,Tlalpan
,31090110023,Guía de turistas,Angela Pilar Carrasco García ,Gabriela Mistral,Villa Centroamericana ,Ciudad de México,Tláhuac
,31090030114,Guía de turistas,Nydia Nora de la Llera Villena ,Av. Tepetlapa .,Alianza Popular Revolucionaria ,Ciudad de México,Coyoacán
,4090031767,Agencia de viajes,Gestión de Viajes de Placer y Negocios,Cjón. Aztaquemecan .,Pedregal De Santo Domingo,Ciudad de México,Coyoacán
,4090144341,Agencia de viajes,Viraal Traveling,Adolfo Prieto .,Del Valle Centro,Ciudad de México,Benito Juárez
,31090050169,Guía de turistas,Ernesto Mackinlay Grohmann,Calle rte,Defensores de la Republica,Ciudad de México,Gustavo A. Madero
,1090139525,Hospedaje,Hotel Caban ,Avenida Guadalupe I. Ramírez .,Tierra Nueva,Ciudad de México,Xochimilco
,4090141726,Agencia de viajes,Vaivén Travel,Av. Popocatépetl ,General Pedro María Anaya,Ciudad de México,Benito Juárez
,4090154377,Agencia de viajes,Vagamundo Travels By Fraveo ,Av. Insurgentes .,Santa María La Ribera ,Ciudad de México,Cuauhtémoc
,4090154378,Agencia de viajes,Ivana Travel ,Av. Monterrey .,Roma Sur ,Ciudad de México,Cuauhtémoc
,1090140376,Hospedaje,Hotel el Greco ,Av. San Antonio .,Napoles,Ciudad de México,Benito Juárez
